name,symbol,quotedate,currentPrice,changeValue,changePercent,previousClose,open,volume,dayMinPrice,dayMaxPrice,priceToEarnings,marketCap,averageVolume,yearMinPrice,yearMaxPrice,dividendValue,earningsPerShare,dividendYield,currentPriceRank,changeValueRank,changePercentRank,volumeRank,priceToEarningsRank,marketCapRank,averageVolumeRank,yearMinPriceRank,yearMaxPriceRank,dividendValueRank,earningsPerShareRank,dividendYieldRank,currentPriceValue,changeValueValue,changePercentValue,volumeValue,priceToEarningsValue,marketCapValue,averageVolumeValue,yearMinPriceValue,yearMaxPriceValue,dividendValueValue,earningsPerShareValue,dividendYieldValue
COMMONWEALTH TEL ENT,CTCO,2003-11-19 12:00:00.0,36.9600,-0.0300,-0.0800,36.9900,36.9700,104325.0000,36.9600,37.0400,13.9000,884414080.0000,242600.0000,33.1800,46.7400,0.0000,2.6600,0.0000,2.0000,7.0000,7.0000,5.0000,7.0000,5.0000,5.0000,1.0000,2.0000,8.0000,2.0000,8.0000,5.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,3.0000,4.0000,10.0000,6.0000,10.0000
CT COMMUNICATIONS IN,CTCI,2003-11-19 12:00:00.0,13.9800,0.4000,3.0200,13.5900,13.5300,9520.0000,13.5300,14.2000,13.8600,262333568.0000,34177.0000,6.7500,14.9400,0.2700,1.0100,1.8900,8.0000,2.0000,1.0000,9.0000,7.0000,8.0000,9.0000,8.0000,8.0000,4.0000,5.0000,3.0000,10.0000,10.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000
FLAG FINANCIAL CORP,FLAG,2003-11-19 12:00:00.0,12.8000,0.0500,0.3900,12.7500,12.5100,4300.0000,12.5000,13.0500,19.0200,108753072.0000,6772.5000,11.0000,14.9600,0.2400,0.6700,1.8800,8.0000,6.0000,5.0000,9.0000,5.0000,10.0000,10.0000,6.0000,8.0000,4.0000,6.0000,3.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,9.0000
ORASURE TECHNOLOGIES,OSUR,2003-11-19 12:00:00.0,7.9500,0.0700,0.9300,7.8800,7.7800,113850.3300,7.7700,8.0000,0.0000,349286720.0000,415845.0000,5.0500,10.9200,0.0000,-0.0400,0.0000,9.0000,5.0000,3.0000,4.0000,9.0000,7.0000,4.0000,8.0000,9.0000,8.0000,8.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
CASELLA WASTE SYS IN,CWST,2003-11-19 12:00:00.0,12.5100,0.5000,4.1600,12.0100,12.0400,19186.0000,11.9000,13.0000,34.7500,289771136.0000,97150.0000,5.8700,14.4200,0.0000,0.2000,0.0000,8.0000,1.0000,1.0000,8.0000,2.0000,8.0000,7.0000,8.0000,8.0000,8.0000,7.0000,8.0000,10.0000,10.0000,4.0000,10.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
FISHER COMMUNICATION,FSCI,2003-11-19 12:00:00.0,48.1400,0.3700,0.7700,47.7700,47.7700,2600.0000,47.5000,48.5500,0.0000,413747744.0000,10313.5000,39.5000,58.1700,0.0000,-1.5800,0.0000,1.0000,2.0000,4.0000,10.0000,9.0000,7.0000,10.0000,1.0000,1.0000,8.0000,10.0000,8.0000,3.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,2.0000,3.0000,10.0000,10.0000,10.0000
DECODE GENETICS INC,DCGN,2003-11-19 12:00:00.0,8.2500,-0.3600,-4.1800,8.6100,8.6400,734853.4000,7.8000,8.7000,0.0000,443540000.0000,618181.0000,1.7000,9.7000,0.0000,-0.6400,0.0000,9.0000,10.0000,10.0000,2.0000,9.0000,7.0000,3.0000,10.0000,9.0000,8.0000,9.0000,8.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000
SOUTHWEST BANCORPORA,SWBT,2003-11-19 12:00:00.0,36.2200,-0.1400,-0.3900,36.3600,36.2400,34748.3300,36.2000,36.4100,20.8200,1238345090.0000,172377.0000,26.2500,38.8200,0.2000,1.7400,0.5500,3.0000,9.0000,8.0000,7.0000,4.0000,4.0000,6.0000,2.0000,3.0000,4.0000,3.0000,5.0000,5.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,5.0000,5.0000,10.0000,10.0000,10.0000
SPECTRALINK CORP,SLNK,2003-11-19 12:00:00.0,17.3400,-0.3300,-1.8900,17.6700,17.8500,52939.6700,17.2700,17.8800,44.4900,320027360.0000,545254.5000,6.1800,26.3000,0.0000,0.3900,0.0000,7.0000,10.0000,10.0000,6.0000,2.0000,8.0000,4.0000,8.0000,5.0000,8.0000,7.0000,8.0000,9.0000,10.0000,10.0000,10.0000,6.0000,10.0000,9.0000,10.0000,8.0000,10.0000,10.0000,10.0000
BEBE STORES INC,BEBE,2003-11-19 12:00:00.0,26.9600,-0.1500,-0.5700,27.1100,27.1000,85125.3300,26.8800,27.1000,34.5800,694665020.0000,350545.0000,10.9700,32.0000,0.0000,0.7800,0.0000,4.0000,9.0000,8.0000,5.0000,2.0000,5.0000,5.0000,6.0000,4.0000,8.0000,6.0000,8.0000,7.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,9.0000,6.0000,10.0000,10.0000,10.0000
CITY BK LYNNWOOD WAS,CTBK,2003-11-19 12:00:00.0,32.4900,0.6400,2.0100,31.8500,31.6100,1650.0000,31.6000,32.4900,16.3200,314521664.0000,9650.0000,22.0000,35.0000,0.6000,1.9900,1.2300,3.0000,1.0000,2.0000,10.0000,6.0000,8.0000,10.0000,3.0000,3.0000,3.0000,2.0000,4.0000,6.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,6.0000,6.0000,9.0000,9.0000,10.0000
CINCINNATI FINL CORP,CINF,2003-11-19 12:00:00.0,40.0000,-0.0200,-0.0400,40.0200,40.2200,109565.6700,39.9500,40.4800,21.5200,6418960400.0000,290090.5000,33.0700,41.7200,1.0000,1.8600,2.5000,2.0000,7.0000,7.0000,5.0000,4.0000,2.0000,5.0000,1.0000,2.0000,2.0000,3.0000,2.0000,4.0000,10.0000,10.0000,10.0000,9.0000,8.0000,10.0000,3.0000,5.0000,6.0000,9.0000,7.0000
COMMUNITY TR BANCORP,CTBI,2003-11-19 12:00:00.0,33.0900,0.6600,2.0400,32.4300,32.4300,2600.0000,32.4300,33.0900,14.4800,403994496.0000,11063.5000,24.7000,35.9700,0.9200,2.2800,2.8100,3.0000,1.0000,2.0000,10.0000,7.0000,7.0000,10.0000,2.0000,3.0000,2.0000,2.0000,2.0000,6.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,5.0000,6.0000,6.0000,7.0000,7.0000
FALCONSTOR SOFTWARE,FALC,2003-11-19 12:00:00.0,8.0200,-0.0300,-0.3700,8.0500,8.0100,50011.0000,8.0000,8.1500,0.0000,369178880.0000,184181.0000,3.4300,8.7700,0.0000,-0.1800,0.0000,9.0000,7.0000,8.0000,6.0000,9.0000,7.0000,6.0000,9.0000,9.0000,8.0000,8.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
BE AEROSPACE INC,BEAV,2003-11-19 12:00:00.0,5.6700,-0.0900,-1.5100,5.7600,5.7600,40638.3300,5.6400,5.8200,0.0000,206412816.0000,277500.0000,1.2300,6.7200,0.0000,-2.1200,0.0000,10.0000,8.0000,10.0000,7.0000,9.0000,9.0000,5.0000,10.0000,10.0000,8.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
FIRST SOUTH BANCORP INC,FSBK,2003-11-19 12:00:00.0,35.9700,0.4700,1.3200,35.5000,34.5400,400.0000,34.5300,35.9700,14.1700,149421328.0000,1972.5000,30.8700,39.4800,0.8000,2.5400,2.2400,3.0000,1.0000,3.0000,10.0000,7.0000,10.0000,10.0000,2.0000,3.0000,2.0000,2.0000,2.0000,5.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,4.0000,5.0000,7.0000,7.0000,8.0000
PERINI CORP,PCR,2003-11-19 12:00:00.0,8.8000,0.5000,6.0200,8.3000,8.4200,16100.0000,8.2700,8.8000,5.6200,204545600.0000,20545.0000,3.0000,10.1000,0.0000,1.5700,0.0000,9.0000,1.0000,1.0000,8.0000,8.0000,9.0000,9.0000,9.0000,9.0000,8.0000,3.0000,8.0000,10.0000,10.0000,2.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
BEA SYS INC,BEAS,2003-11-19 12:00:00.0,12.1700,0.2500,2.1000,11.9200,12.1400,3831103.8000,12.0400,12.3100,44.9100,4901784600.0000,8559977.0000,9.0600,15.5000,0.0000,0.2700,0.0000,8.0000,3.0000,2.0000,1.0000,2.0000,2.0000,1.0000,7.0000,8.0000,8.0000,7.0000,8.0000,10.0000,10.0000,10.0000,5.0000,6.0000,8.0000,4.0000,10.0000,10.0000,10.0000,10.0000,10.0000
OVERSTOCK COM INC DEL,OSTK,2003-11-19 12:00:00.0,13.3800,-0.1800,-1.3300,13.5600,13.7300,74109.3400,13.1500,13.7300,0.0000,222820912.0000,368881.5300,7.6000,18.6600,0.0000,-0.4700,0.0000,8.0000,9.0000,9.0000,5.0000,9.0000,9.0000,4.0000,7.0000,7.0000,8.0000,9.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000
RED HAT INC,RHAT,2003-11-19 12:00:00.0,11.9900,-0.2000,-1.6300,12.1900,12.2000,905423.7000,11.9700,12.2800,399.6900,2069674240.0000,3825045.0000,4.4400,15.4500,0.0000,0.0300,0.0000,8.0000,9.0000,10.0000,1.0000,1.0000,3.0000,1.0000,9.0000,8.0000,8.0000,8.0000,8.0000,10.0000,10.0000,10.0000,8.0000,3.0000,9.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000
HUDSON CITY BANCORP,HCBK,2003-11-19 12:00:00.0,34.0600,-0.1600,-0.4500,34.2200,34.2200,20331.0000,34.0000,34.3200,30.9100,6505894900.0000,178545.0000,18.4600,35.3000,0.6000,1.1000,1.7600,3.0000,9.0000,8.0000,8.0000,2.0000,2.0000,6.0000,4.0000,3.0000,3.0000,5.0000,3.0000,5.0000,10.0000,10.0000,10.0000,7.0000,8.0000,10.0000,7.0000,6.0000,9.0000,10.0000,9.0000
OSTEOTECH INC,OSTE,2003-11-19 12:00:00.0,7.6100,0.2000,2.7000,7.4100,7.4000,75068.3400,7.3700,7.7000,93.9700,130093376.0000,533963.5000,4.5100,16.3000,0.0000,0.0800,0.0000,9.0000,3.0000,1.0000,5.0000,1.0000,10.0000,4.0000,9.0000,8.0000,8.0000,8.0000,8.0000,10.0000,10.0000,8.0000,10.0000,5.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000
CINTAS CORP,CTAS,2003-11-19 12:00:00.0,44.9400,-0.3800,-0.8400,45.3200,45.1400,315443.3400,44.9200,45.5500,30.7900,7672899100.0000,967700.0000,30.6000,51.7500,0.6800,1.4600,0.6000,2.0000,10.0000,9.0000,3.0000,3.0000,1.0000,2.0000,2.0000,1.0000,2.0000,4.0000,5.0000,4.0000,10.0000,10.0000,9.0000,7.0000,8.0000,8.0000,4.0000,3.0000,8.0000,10.0000,10.0000
RIVIANA FOODS INC,RVFD,2003-11-19 12:00:00.0,27.9700,0.8600,3.1700,27.1100,27.7200,1581.0000,27.0700,27.9700,14.5200,402430784.0000,10613.5000,21.3800,31.3400,1.0000,1.9300,3.6400,4.0000,1.0000,1.0000,10.0000,6.0000,7.0000,10.0000,3.0000,4.0000,2.0000,2.0000,1.0000,7.0000,5.0000,7.0000,10.0000,10.0000,10.0000,10.0000,6.0000,7.0000,6.0000,9.0000,5.0000
INFOUSA INC NEW,IUSA,2003-11-19 12:00:00.0,8.4000,0.0900,1.1200,8.3100,8.2600,20148.0000,8.2500,8.4500,20.8600,437626496.0000,274481.5000,4.0000,10.1000,0.0000,0.4000,0.0000,9.0000,5.0000,3.0000,8.0000,4.0000,7.0000,5.0000,9.0000,9.0000,8.0000,7.0000,8.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
ADE CORP MASS,ADEX,2003-11-19 12:00:00.0,21.5500,0.8000,3.8500,20.7500,20.7500,51298.6700,20.6000,21.6300,2157.0000,299028064.0000,132636.0000,5.1300,25.7900,0.0000,0.0100,0.0000,6.0000,1.0000,1.0000,6.0000,1.0000,8.0000,7.0000,8.0000,5.0000,8.0000,8.0000,8.0000,8.0000,5.0000,5.0000,10.0000,2.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,10.0000
ENTRUST INC,ENTU,2003-11-19 12:00:00.0,4.2200,-0.0800,-2.0900,4.3000,4.2900,44433.3400,4.2100,4.3500,0.0000,267028896.0000,412150.0000,2.2500,5.7000,0.0000,-0.6100,0.0000,10.0000,8.0000,10.0000,6.0000,9.0000,8.0000,4.0000,10.0000,10.0000,8.0000,9.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
GENLYTE GROUP INC,GLYT,2003-11-19 12:00:00.0,52.7500,0.7700,1.4800,51.9800,51.7900,9198.0000,51.7000,52.9500,15.8900,712566400.0000,42713.5000,26.6300,53.5900,0.0000,3.3200,0.0000,1.0000,1.0000,2.0000,9.0000,6.0000,5.0000,9.0000,2.0000,1.0000,8.0000,1.0000,8.0000,3.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,5.0000,3.0000,10.0000,5.0000,10.0000
CIMA LABS INC,CIMA,2003-11-19 12:00:00.0,33.0500,0.0300,0.0700,33.0300,33.0300,138455.0000,33.0000,33.0800,33.3200,479106304.0000,611536.0000,17.3500,33.4000,0.0000,0.9900,0.0000,3.0000,6.0000,6.0000,4.0000,2.0000,6.0000,3.0000,4.0000,4.0000,8.0000,5.0000,8.0000,6.0000,10.0000,10.0000,10.0000,7.0000,10.0000,9.0000,7.0000,6.0000,10.0000,10.0000,10.0000
NORDSON CORP,NDSN,2003-11-19 12:00:00.0,31.4600,0.2100,0.6700,31.2500,31.1000,34845.0000,31.1000,31.4900,45.6900,1068758080.0000,103218.0000,20.5200,31.6500,0.6400,0.7900,1.9800,3.0000,3.0000,4.0000,7.0000,2.0000,4.0000,7.0000,3.0000,4.0000,3.0000,6.0000,3.0000,6.0000,10.0000,10.0000,10.0000,6.0000,10.0000,10.0000,6.0000,6.0000,8.0000,10.0000,8.0000
1-800 CONTACTS INC,CTAC,2003-11-19 12:00:00.0,21.7500,0.2700,1.2600,21.4800,21.2500,10179.0000,21.2000,21.8000,0.0000,285036768.0000,30000.0000,9.4000,28.8400,0.0000,-0.3500,0.0000,6.0000,2.0000,3.0000,9.0000,9.0000,8.0000,9.0000,7.0000,5.0000,8.0000,9.0000,8.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,7.0000,10.0000,10.0000,10.0000
GIBRALTAR STL CORP,ROCK,2003-11-19 12:00:00.0,23.0400,0.2900,1.2700,22.7500,22.4400,2269.0000,22.4100,23.0400,14.4500,373870016.0000,16500.0000,16.6500,24.9400,0.2000,1.6000,0.7800,5.0000,2.0000,3.0000,10.0000,7.0000,7.0000,10.0000,4.0000,6.0000,4.0000,3.0000,4.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,8.0000,10.0000,10.0000,10.0000
BASSETT FURNITURE IN,BSET,2003-11-19 12:00:00.0,15.2500,0.0000,0.0000,15.2500,15.1100,4225.0000,15.1100,15.3700,57.5700,176791616.0000,25000.0000,9.8600,17.3200,0.8000,0.2600,5.2500,7.0000,7.0000,7.0000,9.0000,1.0000,9.0000,9.0000,7.0000,7.0000,2.0000,7.0000,1.0000,9.0000,10.0000,10.0000,10.0000,6.0000,10.0000,10.0000,9.0000,9.0000,7.0000,10.0000,3.0000
GALYANS TRADING INC,GLYN,2003-11-19 12:00:00.0,10.8600,-0.8400,-7.1700,11.7000,11.7500,198442.0000,10.7300,12.0000,14.7800,186748320.0000,157900.0000,8.9200,18.0200,0.0000,0.7400,0.0000,8.0000,10.0000,10.0000,3.0000,6.0000,9.0000,6.0000,7.0000,7.0000,8.0000,6.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000
K-SWISS INC,KSWS,2003-11-19 12:00:00.0,44.1300,0.2600,0.5900,43.8700,43.8800,139036.0000,43.4100,44.2500,18.1300,585981310.0000,186500.0000,20.6600,44.9500,0.0800,2.4400,0.1800,2.0000,3.0000,4.0000,4.0000,5.0000,6.0000,6.0000,3.0000,2.0000,5.0000,2.0000,5.0000,4.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,6.0000,4.0000,10.0000,7.0000,10.0000
FOOTHILL INDPT BANCORP,FOOT,2003-11-19 12:00:00.0,22.6000,0.6000,2.7300,22.0000,21.7700,900.0000,21.7500,22.6000,18.0800,138786592.0000,4200.0000,15.5100,23.0100,0.4800,1.2500,2.1200,5.0000,1.0000,1.0000,10.0000,5.0000,10.0000,10.0000,5.0000,6.0000,3.0000,4.0000,3.0000,8.0000,8.0000,8.0000,10.0000,9.0000,10.0000,10.0000,8.0000,8.0000,9.0000,10.0000,8.0000
ENTEGRIS INC,ENTG,2003-11-19 12:00:00.0,12.2000,-0.1200,-0.9700,12.3200,12.2500,114865.0000,12.1500,12.3500,610.0000,878861820.0000,757800.0000,8.5100,15.6600,0.0000,0.0200,0.0000,8.0000,8.0000,9.0000,4.0000,1.0000,5.0000,3.0000,7.0000,8.0000,8.0000,8.0000,8.0000,10.0000,10.0000,10.0000,10.0000,3.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000
TIVO INC,TIVO,2003-11-19 12:00:00.0,8.9000,0.0400,0.4500,8.8600,8.8400,510601.0000,8.8000,9.0000,0.0000,607431940.0000,1960000.0000,4.4000,14.5100,0.0000,-0.7200,0.0000,9.0000,6.0000,5.0000,2.0000,9.0000,6.0000,1.0000,9.0000,8.0000,8.0000,9.0000,8.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000
NABI BIOPHARMACEUTICALS,NABI,2003-11-19 12:00:00.0,10.4800,-0.0300,-0.2900,10.4900,10.4500,71665.0000,10.4500,10.7500,524.5000,488761792.0000,529900.0000,5.0000,12.1900,0.0000,0.0200,0.0000,8.0000,7.0000,8.0000,5.0000,1.0000,6.0000,4.0000,8.0000,9.0000,8.0000,8.0000,8.0000,10.0000,10.0000,10.0000,10.0000,3.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000
SAXON CAPITAL INC,SAXN,2003-11-19 12:00:00.0,18.1100,0.3300,1.8600,17.7800,17.7000,38079.0000,17.7000,18.1200,9.4900,518424128.0000,141500.0000,10.7600,20.0000,0.0000,1.5700,0.0000,6.0000,2.0000,2.0000,7.0000,8.0000,6.0000,7.0000,6.0000,7.0000,8.0000,3.0000,8.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,9.0000,10.0000,10.0000,10.0000
DOBSON COMMUNICATION,DCEL,2003-11-19 12:00:00.0,6.1600,-0.0400,-0.6400,6.2000,6.1900,445045.0000,6.0500,6.3300,2.3300,419541504.0000,1870000.0000,0.9600,10.1900,0.0000,0.2700,0.0000,10.0000,7.0000,8.0000,2.0000,8.0000,7.0000,1.0000,10.0000,9.0000,8.0000,7.0000,8.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000
ERESEARCHTECHNOLOGY INC,ERES,2003-11-19 12:00:00.0,39.5600,0.2100,0.5300,39.3500,39.7500,378115.0000,39.1000,40.5000,77.5700,878595520.0000,1090000.0000,5.4400,50.5900,0.0000,0.5100,0.0000,2.0000,3.0000,5.0000,2.0000,1.0000,5.0000,2.0000,8.0000,2.0000,8.0000,7.0000,8.0000,4.0000,10.0000,10.0000,9.0000,6.0000,10.0000,8.0000,10.0000,3.0000,10.0000,10.0000,10.0000
BANNER CORP,BANR,2003-11-19 12:00:00.0,22.9500,0.2000,0.8800,22.7500,22.5600,13830.0000,22.5600,22.9900,25.0900,261650496.0000,21400.0000,15.1500,25.0700,0.6000,0.9200,2.6100,5.0000,3.0000,4.0000,8.0000,3.0000,8.0000,9.0000,5.0000,6.0000,3.0000,5.0000,2.0000,8.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,8.0000,8.0000,8.0000,10.0000,7.0000
QUIXOTE CORP,QUIX,2003-11-19 12:00:00.0,23.5900,0.3200,1.3800,23.2700,23.5000,3888.0000,23.4900,23.6600,19.0300,197411200.0000,18700.0000,15.4000,29.0800,0.6800,1.2400,1.4400,5.0000,2.0000,3.0000,9.0000,5.0000,9.0000,10.0000,5.0000,5.0000,2.0000,4.0000,3.0000,8.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,8.0000,7.0000,8.0000,10.0000,9.0000
CENTURY BUSINESS SVC,CBIZ,2003-11-19 12:00:00.0,4.4400,0.1300,3.1400,4.3000,4.3000,74575.0000,4.3000,4.5000,29.5700,382301920.0000,186700.0000,2.3000,4.8500,0.0000,0.1500,0.0000,10.0000,4.0000,1.0000,5.0000,3.0000,7.0000,6.0000,10.0000,10.0000,8.0000,8.0000,8.0000,10.0000,10.0000,7.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
BANCFIRST CORP,BANF,2003-11-19 12:00:00.0,57.0000,0.0000,0.0000,57.0000,0.0000,0.0000,0.0000,57.0000,14.1100,445143968.0000,4500.0000,42.8100,59.2400,1.0000,3.0200,1.7500,1.0000,7.0000,7.0000,10.0000,7.0000,7.0000,10.0000,1.0000,1.0000,2.0000,1.0000,3.0000,2.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,2.0000,2.0000,6.0000,5.0000,9.0000
LEARNING TREE INTL I,LTRE,2003-11-19 12:00:00.0,16.6900,0.0000,0.0000,16.6900,16.6700,2700.0000,16.6000,16.9000,56.5900,286918912.0000,26700.0000,11.1300,19.0000,0.0000,0.3000,0.0000,7.0000,7.0000,7.0000,10.0000,1.0000,8.0000,9.0000,6.0000,7.0000,8.0000,7.0000,8.0000,9.0000,10.0000,10.0000,10.0000,6.0000,10.0000,10.0000,9.0000,9.0000,10.0000,10.0000,10.0000
WILEY JOHN & SONS INC,JW.A,2003-11-19 12:00:00.0,25.7100,-0.1000,-0.3900,0.0000,25.8100,142100.0000,25.6800,25.8100,18.2300,1300000000.0000,58500.0000,21.0000,28.4000,0.2800,1.4100,1.0100,5.0000,8.0000,8.0000,4.0000,5.0000,4.0000,8.0000,3.0000,5.0000,4.0000,4.0000,4.0000,7.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,6.0000,7.0000,10.0000,10.0000,10.0000
ENERGYSOUTH INC,ENSI,2003-11-19 12:00:00.0,34.3900,-0.0200,-0.0600,34.4100,33.8000,2200.0000,33.5700,34.3900,16.4000,175800832.0000,4900.0000,24.5900,37.1400,1.1600,2.1000,3.3100,3.0000,7.0000,7.0000,10.0000,6.0000,9.0000,10.0000,3.0000,3.0000,1.0000,2.0000,2.0000,5.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,5.0000,5.0000,5.0000,8.0000,6.0000
NEKTAR THERAPEUTICS,NKTR,2003-11-19 12:00:00.0,12.9800,0.3300,2.6100,12.6500,12.6500,188920.0000,12.5000,12.9900,0.0000,726375550.0000,989100.0000,4.2800,15.4300,0.0000,-1.4600,0.0000,8.0000,2.0000,1.0000,3.0000,9.0000,5.0000,2.0000,9.0000,8.0000,8.0000,10.0000,8.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000
VERINT SYS INC,VRNT,2003-11-19 12:00:00.0,20.5500,-0.2800,-1.3400,20.8300,21.0000,27557.0000,20.5500,21.0000,38.4200,613109630.0000,190000.0000,12.8500,27.4500,0.0000,0.5300,0.0000,6.0000,9.0000,9.0000,7.0000,2.0000,6.0000,6.0000,6.0000,5.0000,8.0000,7.0000,8.0000,8.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,9.0000,7.0000,10.0000,10.0000,10.0000
ARIAD PHARMACEUTICAL,ARIA,2003-11-19 12:00:00.0,7.7900,0.2600,3.5000,7.5300,7.6700,701632.0000,7.5000,7.9300,0.0000,355196352.0000,582090.0000,1.2000,8.0000,0.0000,-0.5800,0.0000,9.0000,3.0000,1.0000,2.0000,9.0000,7.0000,3.0000,10.0000,10.0000,8.0000,9.0000,8.0000,10.0000,10.0000,6.0000,8.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000
SSANDC TECHNOLOGIES INC,SSNC,2003-11-19 12:00:00.0,28.0700,-0.0500,-0.1700,28.1200,28.4700,38123.3300,27.8000,28.5000,34.2300,345974784.0000,65454.0000,8.7400,29.3700,0.3000,0.8200,0.7100,4.0000,8.0000,7.0000,7.0000,2.0000,7.0000,8.0000,7.0000,4.0000,4.0000,6.0000,4.0000,7.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,10.0000
WASHINGTON TR BANCOR,WASH,2003-11-19 12:00:00.0,26.1800,0.0900,0.3400,26.0900,26.0500,4455.0000,25.6100,26.2000,18.4900,343962880.0000,11850.0000,19.3100,29.4200,0.6400,1.2900,2.4500,4.0000,5.0000,5.0000,9.0000,5.0000,7.0000,10.0000,4.0000,4.0000,3.0000,4.0000,2.0000,7.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,7.0000,7.0000,8.0000,10.0000,7.0000
UNITED NATL BANCORP,UNBJ,2003-11-19 12:00:00.0,35.1200,-0.1400,-0.4000,35.2600,35.1700,19483.0000,35.0000,35.4100,25.6700,661204160.0000,45300.0000,21.1500,36.1800,0.8000,1.3700,2.2800,3.0000,9.0000,8.0000,8.0000,3.0000,6.0000,9.0000,3.0000,3.0000,2.0000,4.0000,2.0000,5.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,6.0000,6.0000,7.0000,10.0000,8.0000
SEI INVESTMENTS CO,SEIC,2003-11-19 12:00:00.0,28.0100,0.2100,0.7700,27.8000,27.7400,320951.7000,27.7400,28.0700,21.4800,2946656770.0000,604090.0000,22.3500,36.6400,0.2100,1.3000,0.5000,4.0000,3.0000,4.0000,3.0000,4.0000,2.0000,3.0000,3.0000,3.0000,4.0000,4.0000,5.0000,7.0000,10.0000,10.0000,9.0000,9.0000,9.0000,9.0000,6.0000,5.0000,10.0000,10.0000,10.0000
BORLAND SOFTWARE COR,BORL,2003-11-19 12:00:00.0,8.9700,0.2200,2.5100,8.7500,8.7600,164236.0000,8.7400,8.9900,299.0000,726528380.0000,1242659.0000,7.9400,14.8200,0.0000,-0.1800,0.0000,9.0000,3.0000,1.0000,4.0000,1.0000,5.0000,2.0000,7.0000,8.0000,8.0000,8.0000,8.0000,10.0000,10.0000,9.0000,10.0000,4.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000
